;STR_ESID;STN_LABEL_FINAL;wikiQLabel;wikiQ;givenname;familyname;sex;birth;death;placebirth;placedeath;image
14657;10023745;Notker;http://www.wikidata.org/entity/Q45351;Notker Wolf;Notker;Wolf;männlich;1940-06-21T00:00:00Z;;http://www.wikidata.org/entity/Q550231;;
14658;10023746;Oberdorf;;;;;;;;;;
14659;10023749;Salzwies;;;;;;;;;;
14660;10023752;Sonnen;http://www.wikidata.org/entity/Q7742;Ludwig XIV.;Louis;;männlich;1638-09-05T00:00:00Z;1715-09-01T00:00:00Z;http://www.wikidata.org/entity/Q1520841;http://www.wikidata.org/entity/Q2946;
14661;10023753;Steig;http://www.wikidata.org/entity/Q24617;Jakob Steigmiller;Jakob;Steigmiller;männlich;1990-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q16069;;
14662;10023755;Wildberg;http://www.wikidata.org/entity/Q59278847;Q59278847;Norman;Wildberger;männlich;;;http://www.wikidata.org/entity/Q16;;
14663;10023756;Aeueli;;;;;;;;;;
14664;10023759;Breiti;http://www.wikidata.org/entity/Q124223;Johann Jakob Breitinger;Johann;Breitinger;männlich;1701-03-01T00:00:00Z;1776-12-13T00:00:00Z;http://www.wikidata.org/entity/Q72;http://www.wikidata.org/entity/Q72;
14665;10023761;Dörfli;;;;;;;;;;
14666;10023762;Nenzlinger;;;;;;;;;;
14667;10023763;Neutal;;;;;;;;;;
14668;10023764;Oberdorf;;;;;;;;;;
14669;10023765;Moos;;;;;;;;;;
14670;10023766;Reben;http://www.wikidata.org/entity/Q511074;Dr. John;John;Rebennack;männlich;1941-11-21T00:00:00Z;2019-06-06T00:00:00Z;http://www.wikidata.org/entity/Q34404;http://www.wikidata.org/entity/Q34404;
14671;10023767;Schmelzenried;;;;;;;;;;
14672;10023768;Schürmatt;;;;;;;;;;
14673;10023769;Unterdorf;;;;;;;;;;
14674;10023770;Wieden;http://www.wikidata.org/entity/Q118764;Kai Wiedenhöfer;Kai;Wiedenhöfer;männlich;1966-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q3865;;
14675;10023771;Allmend;;;;;;;;;;
14676;10023772;Bahnhof;;;;;;;;;;
14677;10023773;Basel;http://www.wikidata.org/entity/Q27180;Baselios Cleemis Thottunkal;Isaac;;männlich;1959-06-15T00:00:00Z;;http://www.wikidata.org/entity/Q2336443;;
14678;10023774;Bauern;http://www.wikidata.org/entity/Q43270;Pieter Bruegel der Ältere;Pieter;Brueghel;männlich;1525-01-01T00:00:00Z;1569-09-19T00:00:00Z;http://www.wikidata.org/entity/Q40844;http://www.wikidata.org/entity/Q239;
14679;10023775;Bleihollen;;;;;;;;;;
14680;10023776;Bruggmatt;;;;;;;;;;
14681;10023777;Brunnen;;;;;;;;;;
14682;10023778;Buchen;http://www.wikidata.org/entity/Q10899998;Q10899998;;Liu;männlich;1857-01-01T00:00:00Z;1917-01-01T00:00:00Z;;;
14683;10023779;Drossel;;;;;;;;;;
14684;10023781;Eichhollen;;;;;;;;;;
14685;10023782;Gründli;;;;;;;;;;
14686;10023783;Haupt;http://www.wikidata.org/entity/Q21515586;Arthur Wing Haupt;Arthur;;männlich;1874-01-01T00:00:00Z;;;;
14687;10023784;Hintere;;;;;;;;;;
14688;10023845;Hubel;http://www.wikidata.org/entity/Q295644;David H. Hubel;Hunter;Hubel;männlich;1926-02-27T00:00:00Z;2013-09-22T00:00:00Z;http://www.wikidata.org/entity/Q182625;http://www.wikidata.org/entity/Q663035;
14689;10023846;Wiler;;;;;;;;;;
14690;10023853;Oberdorf;;;;;;;;;;
14691;10023854;Rotsch;;;;;;;;;;
14692;10023856;Mösli;http://www.wikidata.org/entity/Q140124;Muslim ibn al-Haddschādsch;;;männlich;0821-01-01T00:00:00Z;0875-05-06T00:00:00Z;http://www.wikidata.org/entity/Q131350;http://www.wikidata.org/entity/Q131350;
14693;10023857;Spielacher;;;;;;;;;;
14694;10023858;Mont;;;;;;;;;;
14695;10023859;Wyden;http://www.wikidata.org/entity/Q2034169;Oskar von Wydenbrugk;Oskar;;männlich;1815-10-07T00:00:00Z;1876-06-09T00:00:00Z;http://www.wikidata.org/entity/Q556800;http://www.wikidata.org/entity/Q509310;
14696;10023860;Platten;;;;;;;;;;
14697;10023861;Büne;http://www.wikidata.org/entity/Q452845;Bunefer;;;weiblich;-2600-01-01T00:00:00Z;http://www.wikidata.org/.well-known/genid/98c595f180b55155ac28ff5917218692;;;
14698;10023862;Dorneck;;;;;;;;;;
14699;10023863;Homel;;;;;;;;;;
14700;10023864;Neuer;;;;;;;;;;
14701;10023865;Ob Reben;;;;;;;;;;
14702;10023866;Rauracher;;;;;;;;;;
14703;10023867;Rotberg;http://www.wikidata.org/entity/Q9367669;Uģis Rotbergs;Uģis;;männlich;1961-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q1773;;
14704;10023868;Römer;http://www.wikidata.org/entity/Q89066;Ilse Maria Aschner;Ilse;;weiblich;1918-09-26T00:00:00Z;2012-10-10T00:00:00Z;http://www.wikidata.org/entity/Q1741;http://www.wikidata.org/entity/Q1741;
14705;10023869;Witterswiler;;;;;;;;;;
14706;10023871;Käppeli;;;;;;;;;;
14707;10023872;Linden;http://www.wikidata.org/entity/Q781362;Jean Linden;Jean;Linden;männlich;1817-02-03T00:00:00Z;1898-01-12T00:00:00Z;http://www.wikidata.org/entity/Q1842;http://www.wikidata.org/entity/Q9005;
14708;10023873;Matten;http://www.wikidata.org/entity/Q36615390;L.C. Matten;;;;;;;;
14709;10023874;Oesch;http://www.wikidata.org/entity/Q509971;Karl Lennart Oesch;Karl;Oesch;männlich;1892-08-08T00:00:00Z;1978-03-28T00:00:00Z;http://www.wikidata.org/entity/Q3366550;http://www.wikidata.org/entity/Q1757;
14710;10023877;Scheibenstand;;;;;;;;;;
14711;10023878;Unterprapafier;;;;;;;;;;
14712;10023879;Bleiche;;;;;;;;;;
14713;10023880;Breit;;;;;;;;;;
14714;10023882;Fehren;http://www.wikidata.org/entity/Q77156;Constantin Fehrenbach;Constantin;Fehrenbach;männlich;1852-01-11T00:00:00Z;1926-03-26T00:00:00Z;http://www.wikidata.org/entity/Q178703;http://www.wikidata.org/entity/Q2833;
14715;10023883;Gauen;;;;;;;;;;
14716;10023884;Gelalunga;;;;;;;;;;
14717;10023885;Haberacker;;;;;;;;;;
14718;10023886;Pramalans;;;;;;;;;;
14719;10023888;Spicher;http://www.wikidata.org/entity/Q2575179;Wilhelm Spicher;Wilhelm;;männlich;1898-08-20T00:00:00Z;1987-08-01T00:00:00Z;http://www.wikidata.org/entity/Q1900571;http://www.wikidata.org/entity/Q1718;
14720;10023889;Stelzen;http://www.wikidata.org/entity/Q1128126;Constanze Stelzenmüller;Constanze;;weiblich;1962-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q586;;
14721;10023890;Walchi;;;;;;;;;;
14722;10023893;Saschela;;;;;;;;;;
14723;10023895;Winkel;;;;;;;;;;
14724;10023896;Bühl;;;;;;;;;;
14725;10023897;Fall;http://www.wikidata.org/entity/Q3132700;Henry Clinton Fall;Henry;;männlich;1862-12-25T00:00:00Z;1939-11-14T00:00:00Z;http://www.wikidata.org/entity/Q2076191;;
14726;10023898;Mühlebünt;;;;;;;;;;
14727;10023899;Prafisuot;;;;;;;;;;
14728;10023900;Sabarra;;;;;;;;;;
14729;10023901;Schneggenhag;;;;;;;;;;
14730;10023902;Rüfi;http://www.wikidata.org/entity/Q339541;Rufinus von Assisi;;;männlich;0200-01-01T00:00:00Z;0300-01-01T00:00:00Z;http://www.wikidata.org/entity/Q170532;http://www.wikidata.org/entity/Q663531;
14731;10023903;Allmend;;;;;;;;;;
14732;10023904;Alvier;http://www.wikidata.org/entity/Q1614596;Alviero Chiorri;Alviero;;männlich;1959-03-02T00:00:00Z;;http://www.wikidata.org/entity/Q220;;
14733;10023906;Badrieb;;;;;;;;;;
14734;10023907;Bad;http://www.wikidata.org/entity/Q2876682;Bad;;;männlich;1967-05-18T00:00:00Z;;http://www.wikidata.org/entity/Q22020;;
14735;10023909;Bildbünten;;;;;;;;;;
14736;10023910;Blumen;http://www.wikidata.org/entity/Q209050;Jan Brueghel der Ältere;Jan;Brueghel;männlich;1568-01-01T00:00:00Z;1625-01-13T00:00:00Z;http://www.wikidata.org/entity/Q239;http://www.wikidata.org/entity/Q12892;
14737;10023911;Büel;http://www.wikidata.org/entity/Q1001724;Buell Neidlinger;Buell;Neidlinger;männlich;1936-03-02T00:00:00Z;2018-03-16T00:00:00Z;http://www.wikidata.org/entity/Q60;http://www.wikidata.org/entity/Q360141;
14738;10023912;Dekan Oesch;;;;;;;;;;
14739;10023913;Dorfbad;;;;;;;;;;
14740;10023914;Efeu;http://www.wikidata.org/entity/Q53996458;Efeublatt-Maler;;;;;;;;
14741;10023915;Elesta;;;;;;;;;;
14742;10023916;Falknis;;;;;;;;;;
14743;10023917;Feld;http://www.wikidata.org/entity/Q47117115;J. Feld;;;;;;;;
14744;10023918;Flams;http://www.wikidata.org/entity/Q242388;John Flamsteed;John;Flamsteed;männlich;1646-08-29T00:00:00Z;1720-01-11T00:00:00Z;http://www.wikidata.org/entity/Q2458566;http://www.wikidata.org/entity/Q5000662;
14745;10023919;Flieder;;;;;;;;;;
14746;10023920;Freihof;http://www.wikidata.org/entity/Q67383;Matthias Freihof;Matthias;Freihof;männlich;1961-11-25T00:00:00Z;;http://www.wikidata.org/entity/Q3952;;
14747;10023921;Freudenberg;http://www.wikidata.org/entity/Q107490;Schraga Har-Gil;;;männlich;1926-09-19T00:00:00Z;2009-09-20T00:00:00Z;http://www.wikidata.org/entity/Q2999;http://www.wikidata.org/entity/Q2999;
14748;10023922;Garten;;;;;;;;;;
14749;10023923;Gaschür;;;;;;;;;;
14750;10023924;Grünau;;;;;;;;;;
14751;10023925;Hermitage;;;;;;;;;;
14752;10023926;Heulöser;;;;;;;;;;
14753;10023927;Ochsenbrunnen;;;;;;;;;;
14754;10023928;Industrie;;;;;;;;;;
14755;10023929;Löwen;http://www.wikidata.org/entity/Q75760;Curt Lowens;Kurt;Löwenstein;männlich;1925-11-17T00:00:00Z;2017-05-08T00:00:00Z;http://www.wikidata.org/entity/Q82765;http://www.wikidata.org/entity/Q127856;
14756;10023930;Maienfelder;;;;;;;;;;
14757;10023931;Maton;http://www.wikidata.org/entity/Q465102;Matonabbee;;;männlich;1738-01-01T00:00:00Z;1782-08-01T00:00:00Z;http://www.wikidata.org/entity/Q1143671;;
14758;10023932;Matten;http://www.wikidata.org/entity/Q36615390;L.C. Matten;;;;;;;;
14759;10023933;Narzissen;;;;;;;;;;
14760;10023934;Nord;;;;;;;;;;
14761;10023935;Pestalozzi;;;;;;;;;;
14762;10023936;Reb;http://www.wikidata.org/entity/Q18804;Rebecca Black;Rebecca;Black;weiblich;1997-06-21T00:00:00Z;;http://www.wikidata.org/entity/Q49219;;
14763;10023937;Rhein;http://www.wikidata.org/entity/Q3934070;Q3934070;;;männlich;0690-01-01T00:00:00Z;0730-01-01T00:00:00Z;;;
14764;10023938;Rosen;http://www.wikidata.org/entity/Q1682174;Jan Rosen;Jan;Rosen;männlich;1854-10-16T00:00:00Z;1936-11-08T00:00:00Z;http://www.wikidata.org/entity/Q270;http://www.wikidata.org/entity/Q270;
14765;10023939;Ruchenberg;;;;;;;;;;
14766;10023940;Sand;;;;;;;;;;
14767;10023941;Ruppi;http://www.wikidata.org/entity/Q87491;Heinrich Bernhard Rupp;Heinrich;;männlich;1688-08-27T00:00:00Z;1719-03-07T00:00:00Z;http://www.wikidata.org/entity/Q3874;http://www.wikidata.org/entity/Q3150;
14768;10023942;Scadons;;;;;;;;;;
14769;10023943;Sillis;http://www.wikidata.org/entity/Q77961616;Q77961616;Vili;;männlich;;;;;
14770;10023944;Sonnen;http://www.wikidata.org/entity/Q7742;Ludwig XIV.;Louis;;männlich;1638-09-05T00:00:00Z;1715-09-01T00:00:00Z;http://www.wikidata.org/entity/Q1520841;http://www.wikidata.org/entity/Q2946;
14771;10023945;Leonhard;http://www.wikidata.org/entity/Q762;Leonardo da Vinci;Leonardo;da Vinci;männlich;1452-04-24T00:00:00Z;1519-05-12T00:00:00Z;http://www.wikidata.org/entity/Q154184;http://www.wikidata.org/entity/Q205116;
14772;10023946;Tamina;http://www.wikidata.org/entity/Q400167;Tamina Snuka;Tamina;Snuka;weiblich;1978-01-10T00:00:00Z;;http://www.wikidata.org/entity/Q234053;;
14773;10023947;Tobel;;;;;;;;;;
14774;10023948;Vilan;http://www.wikidata.org/entity/Q991864;Bruce Vilanch;Bruce;;männlich;1948-11-23T00:00:00Z;;http://www.wikidata.org/entity/Q60;;
14775;10023950;Wingert;;;;;;;;;;
14776;10023951;Zephyr;http://www.wikidata.org/entity/Q4024198;Zephyr;Andrew;;männlich;;;http://www.wikidata.org/entity/Q60;;
14777;10023952;Acker;http://www.wikidata.org/entity/Q1351444;Jan Hackaert;Jan;;männlich;1628-02-01T00:00:00Z;1685-01-01T00:00:00Z;http://www.wikidata.org/entity/Q727;http://www.wikidata.org/entity/Q727;
14778;10023956;Berg;http://www.wikidata.org/entity/Q20066995;Ernst von Berg;Ernst;von Berg;männlich;1782-01-01T00:00:00Z;1855-01-01T00:00:00Z;;;
14779;10023958;Feld;http://www.wikidata.org/entity/Q47117115;J. Feld;;;;;;;;
14780;10023959;Feld;http://www.wikidata.org/entity/Q47117115;J. Feld;;;;;;;;
14781;10023960;Fichten;;;;;;;;;;
14782;10023966;Garten;;;;;;;;;;
14783;10023967;Haag;http://www.wikidata.org/entity/Q25221563;Johann Georg Haag-Rutenberg;Johann;;männlich;1830-10-10T00:00:00Z;1879-11-20T00:00:00Z;;;
14784;10023968;Hinterwinkel;;;;;;;;;;
14785;10023969;Hubacher;;;;;;;;;;
14786;10023970;Zwerg;;;;;;;;;;
14787;10023976;Guferen;;;;;;;;;;
14788;10023981;Wiesen;http://www.wikidata.org/entity/Q95124923;Wiesen;;;;;;;;
14789;10023982;Clevelau;;;;;;;;;;
14790;10024002;Neuhof;http://www.wikidata.org/entity/Q55194294;Neuhof;;;männlich;;;;;
14791;10024007;Vadella;;;;;;;;;;
14792;10024008;Bödem;http://www.wikidata.org/entity/Q588359;Anton Bodem;Anton;Bodem;männlich;1925-08-07T00:00:00Z;2007-10-19T00:00:00Z;http://www.wikidata.org/entity/Q583910;http://www.wikidata.org/entity/Q254271;
14793;10024017;Neuschlössli;;;;;;;;;;
14794;10024023;Herrenwingert;;;;;;;;;;
14795;10024026;Meilen;http://www.wikidata.org/entity/Q265572;Meilen Tu;;Tu;weiblich;1978-01-17T00:00:00Z;;http://www.wikidata.org/entity/Q2708222;;
14796;10024028;Ahorn;;;;;;;;;;
14797;10024029;Amsel;http://www.wikidata.org/entity/Q1491291;Hans Georg Amsel;Hans;;männlich;1905-03-29T00:00:00Z;1999-10-20T00:00:00Z;http://www.wikidata.org/entity/Q151285;;
14798;10024030;Hören;http://www.wikidata.org/entity/Q214965;Jascha Horenstein;Jascha;Horenstein;männlich;1898-05-06T00:00:00Z;1973-04-02T00:00:00Z;http://www.wikidata.org/entity/Q1899;http://www.wikidata.org/entity/Q84;
14799;10024031;Hügel;http://www.wikidata.org/entity/Q463379;Helmut Kolle;Helmut;Kolle;männlich;1899-02-24T00:00:00Z;1931-11-17T00:00:00Z;http://www.wikidata.org/entity/Q162049;http://www.wikidata.org/entity/Q126675;
14800;10024032;Hügel;http://www.wikidata.org/entity/Q463379;Helmut Kolle;Helmut;Kolle;männlich;1899-02-24T00:00:00Z;1931-11-17T00:00:00Z;http://www.wikidata.org/entity/Q162049;http://www.wikidata.org/entity/Q126675;
14801;10024035;Käh;http://www.wikidata.org/entity/Q47737;Khalil Gibran;Q63929502;Q60560427;männlich;1883-01-06T00:00:00Z;1931-04-10T00:00:00Z;http://www.wikidata.org/entity/Q181167;http://www.wikidata.org/entity/Q60;
14802;10024036;Linden;http://www.wikidata.org/entity/Q781362;Jean Linden;Jean;Linden;männlich;1817-02-03T00:00:00Z;1898-01-12T00:00:00Z;http://www.wikidata.org/entity/Q1842;http://www.wikidata.org/entity/Q9005;
14803;10024037;Neu;;;;;;;;;;
14804;10024039;Post;http://www.wikidata.org/entity/Q577598;Pieter Post;Pieter;Post;männlich;1608-04-01T00:00:00Z;1669-05-01T00:00:00Z;http://www.wikidata.org/entity/Q9920;http://www.wikidata.org/entity/Q36600;
14805;10024040;Rosen;http://www.wikidata.org/entity/Q1682174;Jan Rosen;Jan;Rosen;männlich;1854-10-16T00:00:00Z;1936-11-08T00:00:00Z;http://www.wikidata.org/entity/Q270;http://www.wikidata.org/entity/Q270;
14806;10024042;Schäfli;http://www.wikidata.org/entity/Q1777656;Knut Schaflinger;Knut;;männlich;1951-05-22T00:00:00Z;;http://www.wikidata.org/entity/Q13298;;
14807;10024043;Schützen;http://www.wikidata.org/entity/Q1612722;Hermann Schützenhöfer;Hermann;;männlich;1952-02-29T00:00:00Z;;http://www.wikidata.org/entity/Q701754;;
14808;10024044;Sennrüti;;;;;;;;;;
14809;10024045;Sonnegg;;;;;;;;;;
14810;10024047;Sonnhalden;;;;;;;;;;
14811;10024048;Steinegg;;;;;;;;;;
14812;10024051;Turn;http://www.wikidata.org/entity/Q77098;Friedrich Ludwig Jahn;Friedrich;Jahn;männlich;1778-08-11T00:00:00Z;1852-10-15T00:00:00Z;http://www.wikidata.org/entity/Q625920;http://www.wikidata.org/entity/Q529853;
14813;10024054;Ulmen;http://www.wikidata.org/entity/Q66548;Collien Ulmen-Fernandes;;Fernandes;weiblich;1981-09-26T00:00:00Z;;http://www.wikidata.org/entity/Q1055;;
14814;10024055;Vogesen;;;;;;;;;;
14815;10024056;Weiermatt;;;;;;;;;;
14816;10024057;Wieland;http://www.wikidata.org/entity/Q60465;Wieland Wagner;Wieland;Wagner;männlich;1917-01-05T00:00:00Z;1966-10-17T00:00:00Z;http://www.wikidata.org/entity/Q3923;http://www.wikidata.org/entity/Q1726;
14817;10024058;Ziegel;;;;;;;;;;
14818;10024059;Bruckmatt;;;;;;;;;;
14819;10024060;Bündten;;;;;;;;;;
14820;10024061;Frost;http://www.wikidata.org/entity/Q359355;Frost;Kjetil;Haraldstad;männlich;1973-06-28T00:00:00Z;;http://www.wikidata.org/entity/Q316779;;
14821;10024062;Hinterdorf;;;;;;;;;;
14822;10024063;Kirch;http://www.wikidata.org/entity/Q102281568;Kirch;;;männlich;;;;;
14823;10024064;Länge;http://www.wikidata.org/entity/Q978477;Johan Martin Christian Lange;Johan;Lange;männlich;1818-03-20T00:00:00Z;1898-04-03T00:00:00Z;http://www.wikidata.org/entity/Q21181;http://www.wikidata.org/entity/Q1748;
14824;10024065;Mitzlis;;;;;;;;;;
14825;10024066;Quellen;;;;;;;;;;
14826;10024067;Kurzen;;;;;;;;;;
14827;10024068;Eich;http://www.wikidata.org/entity/Q62142;August Wilhelm Eichler;August;;männlich;1839-04-22T00:00:00Z;1887-03-02T00:00:00Z;http://www.wikidata.org/entity/Q624847;http://www.wikidata.org/entity/Q64;
14828;10024069;Kolbach;;;;;;;;;;
14829;10024070;Lerchen;http://www.wikidata.org/entity/Q213978;Hugo Graf von und zu Lerchenfeld auf Köfering und Schönberg;Hugo;;männlich;1871-08-21T00:00:00Z;1944-04-13T00:00:00Z;http://www.wikidata.org/entity/Q491602;http://www.wikidata.org/entity/Q1726;
14830;10024071;Meisen;http://www.wikidata.org/entity/Q11512257;Q11512257;;;männlich;1059-01-01T00:00:00Z;1123-10-21T00:00:00Z;;;
14831;10024072;Mühlen;;;;;;;;;;
14832;10024073;Reben;http://www.wikidata.org/entity/Q511074;Dr. John;John;Rebennack;männlich;1941-11-21T00:00:00Z;2019-06-06T00:00:00Z;http://www.wikidata.org/entity/Q34404;http://www.wikidata.org/entity/Q34404;
14833;10024074;Rennimatt;;;;;;;;;;
14834;10024075;Saal;http://www.wikidata.org/entity/Q65562;Alfred Saalwächter;Alfred;;männlich;1883-01-10T00:00:00Z;1945-12-06T00:00:00Z;http://www.wikidata.org/entity/Q157190;http://www.wikidata.org/entity/Q64;
14835;10024076;Schutz;http://www.wikidata.org/entity/Q1079809;Christian Georg Schütz;Christian;;männlich;1718-09-24T00:00:00Z;1791-12-03T00:00:00Z;http://www.wikidata.org/entity/Q622593;http://www.wikidata.org/entity/Q1794;
14836;10024077;Schützen;http://www.wikidata.org/entity/Q1612722;Hermann Schützenhöfer;Hermann;;männlich;1952-02-29T00:00:00Z;;http://www.wikidata.org/entity/Q701754;;
14837;10024078;Seiden;http://www.wikidata.org/entity/Q606100;Gunnar Seidenfaden;Gunnar;Seidenfaden;männlich;1908-02-24T00:00:00Z;2001-02-09T00:00:00Z;http://www.wikidata.org/entity/Q2048321;;
14838;10024079;Martins;http://www.wikidata.org/entity/Q198064;Bruno Martins Indi;Bruno;Martins;männlich;1992-02-08T00:00:00Z;;http://www.wikidata.org/entity/Q217394;;
14839;10024080;Wassertor;;;;;;;;;;
14840;10024081;West;http://www.wikidata.org/entity/Q313498;Benjamin West;Benjamin;West;männlich;1738-10-10T00:00:00Z;1820-03-11T00:00:00Z;http://www.wikidata.org/entity/Q1185930;http://www.wikidata.org/entity/Q84;
14841;10024082;Ara;http://www.wikidata.org/entity/Q259409;Go Ara;A-ra;Go;weiblich;1990-02-11T00:00:00Z;;http://www.wikidata.org/entity/Q42144;;
14842;10024083;Ammoniten;;;;;;;;;;
14843;10024085;Birs;http://www.wikidata.org/entity/Q213112;Valter Birsa;Valter;Birsa;männlich;1986-08-07T00:00:00Z;;http://www.wikidata.org/entity/Q15853;;
14844;10024086;Delsberg;;;;;;;;;;
14845;10024088;Hübel;http://www.wikidata.org/entity/Q295644;David H. Hubel;Hunter;Hubel;männlich;1926-02-27T00:00:00Z;2013-09-22T00:00:00Z;http://www.wikidata.org/entity/Q182625;http://www.wikidata.org/entity/Q663035;
14846;10024089;Karren;http://www.wikidata.org/entity/Q6373360;Karren Brady;Karren;Brady;weiblich;1969-04-04T00:00:00Z;;http://www.wikidata.org/entity/Q1997321;;
14847;10024090;Liesberger;;;;;;;;;;
14848;10024091;Linden;http://www.wikidata.org/entity/Q781362;Jean Linden;Jean;Linden;männlich;1817-02-03T00:00:00Z;1898-01-12T00:00:00Z;http://www.wikidata.org/entity/Q1842;http://www.wikidata.org/entity/Q9005;
14849;10024092;Riederwald;;;;;;;;;;
14850;10024093;Sinzenried;;;;;;;;;;
14851;10024094;Sonnen;http://www.wikidata.org/entity/Q7742;Ludwig XIV.;Louis;;männlich;1638-09-05T00:00:00Z;1715-09-01T00:00:00Z;http://www.wikidata.org/entity/Q1520841;http://www.wikidata.org/entity/Q2946;
14852;10024095;Biel;http://www.wikidata.org/entity/Q21391665;Burkhard Biel;Burkhard;Biel;männlich;;;;;
14853;10024096;Bäumli;http://www.wikidata.org/entity/Q88810850;H. Baumli;;;;;;;;
14854;10024097;Ficht;;;;;;;;;;
14855;10024098;Fluh;;;;;;;;;;
14856;10024099;Grundköpfli;;;;;;;;;;
14857;10024100;Harth;http://www.wikidata.org/entity/Q2342239;Harthorne Wingo;;;männlich;1947-09-09T00:00:00Z;2021-01-23T00:00:00Z;http://www.wikidata.org/entity/Q2029202;http://www.wikidata.org/entity/Q60;
14858;10024101;Kindergarten;;;;;;;;;;
14859;10024102;Krummenacker;;;;;;;;;;
14860;10024103;Niederdorf;http://www.wikidata.org/entity/Q1581504;Hans Niederdorfer;Hans;;männlich;1938-05-13T00:00:00Z;2016-07-23T00:00:00Z;http://www.wikidata.org/entity/Q69007;http://www.wikidata.org/entity/Q69099;
14861;10024104;Ochsen;http://www.wikidata.org/entity/Q73204;Josef Müller;Josef;Müller;männlich;1898-03-27T00:00:00Z;1979-09-12T00:00:00Z;http://www.wikidata.org/entity/Q505099;http://www.wikidata.org/entity/Q1726;
14862;10024105;Paradies;;;;;;;;;;
14863;10024106;Unterdorf;;;;;;;;;;
14864;10024107;Bollegarte;;;;;;;;;;
14865;10024108;Guggermatt;;;;;;;;;;
14866;10024109;Sonnental;;;;;;;;;;
14867;10024111;Moser;http://www.wikidata.org/entity/Q9586;Annemarie Moser-Pröll;Annemarie;Pröll;weiblich;1953-03-27T00:00:00Z;;http://www.wikidata.org/entity/Q700449;;
14868;10024112;Schützenhaus;;;;;;;;;;
14869;10024118;Stutz;http://www.wikidata.org/entity/Q433143;Nathalie Stutzmann;Nathalie;Stutzmann;weiblich;1965-05-06T00:00:00Z;;http://www.wikidata.org/entity/Q193929;;
14870;10024119;Horchrüti;;;;;;;;;;
14871;10024120;Lätten;http://www.wikidata.org/entity/Q1128305;Norbert Lattenstein;Norbert;;männlich;1984-02-13T00:00:00Z;;http://www.wikidata.org/entity/Q130212;;
14872;10024126;Eichler;http://www.wikidata.org/entity/Q62142;August Wilhelm Eichler;August;;männlich;1839-04-22T00:00:00Z;1887-03-02T00:00:00Z;http://www.wikidata.org/entity/Q624847;http://www.wikidata.org/entity/Q64;
14873;10024127;Feldwiesen;;;;;;;;;;
14874;10024128;Holzwingert;;;;;;;;;;
14875;10024129;Mühle;;;;;;;;;;
14876;10024130;Rosenmatt;;;;;;;;;;
14877;10024131;Witterswiler;;;;;;;;;;
14878;10024133;Brühl;;;;;;;;;;
