;STR_ESID;STN_LABEL_FINAL;wikiQLabel;wikiQ;givenname;familyname;sex;birth;death;placebirth;placedeath;image
31933;10057546;Honig;http://www.wikidata.org/entity/Q88828034;Lydia Hönig;Lydia;;;;;;;
31934;10057549;Löwengässchen;;;;;;;;;;
31935;10057550;Stations;;;;;;;;;;
31936;10057551;Truttiker;;;;;;;;;;
31937;10057553;Zehnten;;;;;;;;;;
31938;10057555;Breiten;;;;;;;;;;
31939;10057556;Junker Heinrich;;;;;;;;;;
31940;10057557;Rotlauben;;;;;;;;;;
31941;10057558;Husammann;;;;;;;;;;
31942;10057559;Ossinger;;;;;;;;;;
31943;10057561;Hofacker;http://www.wikidata.org/entity/Q13218559;Andreas Hofacker;Andreas;;männlich;1970-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q80548;;
31944;10057563;Spiessenacker;;;;;;;;;;
31945;10057564;Mühleboden;;;;;;;;;;
31946;10057565;Basadinger;;;;;;;;;;
31947;10057566;Wiesen;http://www.wikidata.org/entity/Q95124923;Wiesen;;;;;;;;
31948;10057567;Heeren;;;;;;;;;;
31949;10057569;Möhe;http://www.wikidata.org/entity/Q109874;Dieter Moherndl;Dieter;;männlich;1968-01-20T00:00:00Z;;http://www.wikidata.org/entity/Q31644;;
31950;10057570;Schmitten;;;;;;;;;;
31951;10057572;Pluttenpünten;;;;;;;;;;
31952;10057574;Girsberg;;;;;;;;;;
31953;10057575;Tröttli;;;;;;;;;;
31954;10057576;Neunforner;;;;;;;;;;
31955;10057577;Steig;http://www.wikidata.org/entity/Q24617;Jakob Steigmiller;Jakob;Steigmiller;männlich;1990-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q16069;;
31956;10057578;Zileten;;;;;;;;;;
31957;10057579;Bachtobel;;;;;;;;;;
31958;10057580;Blumenau;http://www.wikidata.org/entity/Q81773293;Semyon F. Blumenau;;;männlich;1948-03-26T00:00:00Z;;http://www.wikidata.org/entity/Q1773;;
31959;10057581;Brueder;http://www.wikidata.org/entity/Q115550;Niklaus von Flüe;Nicolas;;männlich;1417-01-01T00:00:00Z;1487-03-30T00:00:00Z;http://www.wikidata.org/entity/Q12573;http://www.wikidata.org/entity/Q64614;
31960;10057582;Dorf;http://www.wikidata.org/entity/Q5389800;Erling Dorf;Erling;Dorf;männlich;1905-07-19T00:00:00Z;1984-04-16T00:00:00Z;http://www.wikidata.org/entity/Q18355533;http://www.wikidata.org/entity/Q138518;
31961;10057583;Lachen;http://www.wikidata.org/entity/Q1602362;Lachen Sönam Lodrö;;;männlich;1332-01-01T00:00:00Z;1362-01-01T00:00:00Z;;;
31962;10057584;Pünten;;;;;;;;;;
31963;10057586;Schul;http://www.wikidata.org/entity/Q65685;Carl Heinrich Schultz;Carl;Schultz;männlich;1805-06-30T00:00:00Z;1867-12-17T00:00:00Z;http://www.wikidata.org/entity/Q16017;http://www.wikidata.org/entity/Q22951;
31964;10057587;Weieracher;;;;;;;;;;
31965;10057588;Auen;http://www.wikidata.org/entity/Q112351;Georg August von Auenfels;Georg;;männlich;1773-04-11T00:00:00Z;1852-03-12T00:00:00Z;http://www.wikidata.org/entity/Q6470049;http://www.wikidata.org/entity/Q1741;
31966;10057589;Bachtobel;;;;;;;;;;
31967;10057590;Birchwiler;;;;;;;;;;
31968;10057591;Dietlikoner;;;;;;;;;;
31969;10057592;Hagenbuchen;;;;;;;;;;
31970;10057593;Baumgarten;http://www.wikidata.org/entity/Q62021621;Norbert Baumgarten;Norbert;;männlich;1973-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q14835;;
31971;10057594;Lindenacher;;;;;;;;;;
31972;10057595;Auen;http://www.wikidata.org/entity/Q112351;Georg August von Auenfels;Georg;;männlich;1773-04-11T00:00:00Z;1852-03-12T00:00:00Z;http://www.wikidata.org/entity/Q6470049;http://www.wikidata.org/entity/Q1741;
31973;10057596;Lägern;;;;;;;;;;
31974;10057597;Post;http://www.wikidata.org/entity/Q577598;Pieter Post;Pieter;Post;männlich;1608-04-01T00:00:00Z;1669-05-01T00:00:00Z;http://www.wikidata.org/entity/Q9920;http://www.wikidata.org/entity/Q36600;
31975;10057598;Steinlig;;;;;;;;;;
31976;10057599;Talgüetli;;;;;;;;;;
31977;10057600;Vorbuchen;;;;;;;;;;
31978;10057601;Winterthurer;;;;;;;;;;
31979;10057602;Albrecht;http://www.wikidata.org/entity/Q5580;Albrecht Dürer;Albrecht;Dürer;männlich;1471-05-30T00:00:00Z;1528-04-16T00:00:00Z;http://www.wikidata.org/entity/Q2090;http://www.wikidata.org/entity/Q2090;
31980;10057603;Bergli;http://www.wikidata.org/entity/Q458578;Morten Berglia;Morten;;männlich;1958-08-03T00:00:00Z;;;;
31981;10057604;Chröpfli;;;;;;;;;;
31982;10057605;Erlen;http://www.wikidata.org/entity/Q153065;Erlend Bjøntegaard;Erlend;Bjøntegaard;männlich;1990-07-30T00:00:00Z;;http://www.wikidata.org/entity/Q108988;;
31983;10057606;Gerbe;http://www.wikidata.org/entity/Q84920;Herbert Rappaport;Herbert;Rappaport;männlich;1908-07-07T00:00:00Z;1983-09-05T00:00:00Z;http://www.wikidata.org/entity/Q1741;http://www.wikidata.org/entity/Q656;
31984;10057607;Haselsteig;;;;;;;;;;
31985;10057608;Herti;http://www.wikidata.org/entity/Q1575612;Hank von Helvete;Hans-Erik;Husby;männlich;1972-06-15T00:00:00Z;2021-11-19T00:00:00Z;http://www.wikidata.org/entity/Q2211730;http://www.wikidata.org/entity/Q585;
31986;10057609;Füchsli;;;;;;;;;;
31987;10057610;Jakobstal;;;;;;;;;;
31988;10057611;Stumpen;http://www.wikidata.org/entity/Q4318596;Masa Niemi;Elis;Niemi;männlich;1914-07-20T00:00:00Z;1960-05-03T00:00:00Z;http://www.wikidata.org/entity/Q14657;http://www.wikidata.org/entity/Q40840;
31989;10057612;Höfen;;;;;;;;;;
31990;10057613;Lee;http://www.wikidata.org/entity/Q711391;Lee Friedlander;Lee;Friedlander;männlich;1934-07-14T00:00:00Z;;http://www.wikidata.org/entity/Q60;;
31991;10057614;Flur;http://www.wikidata.org/entity/Q104853;Michael Flürscheim;Michael;Flürscheim;männlich;1844-01-27T00:00:00Z;1912-04-24T00:00:00Z;http://www.wikidata.org/entity/Q1794;http://www.wikidata.org/entity/Q64;
31992;10057615;Hecken;http://www.wikidata.org/entity/Q1447132;Franz Heckendorf;Franz;Heckendorf;männlich;1888-11-05T00:00:00Z;1962-08-17T00:00:00Z;http://www.wikidata.org/entity/Q64;http://www.wikidata.org/entity/Q1726;
31993;10057616;Kirchacker;;;;;;;;;;
31994;10057617;Parallel;;;;;;;;;;
31995;10057618;Rosen;http://www.wikidata.org/entity/Q1682174;Jan Rosen;Jan;Rosen;männlich;1854-10-16T00:00:00Z;1936-11-08T00:00:00Z;http://www.wikidata.org/entity/Q270;http://www.wikidata.org/entity/Q270;
31996;10057619;Strand;http://www.wikidata.org/entity/Q2537286;Embrik Strand;Q112080813;Strand;männlich;1876-06-02T00:00:00Z;1947-11-03T00:00:00Z;http://www.wikidata.org/entity/Q113538;http://www.wikidata.org/entity/Q1773;
31997;10057620;Wald;;;;;;;;;;
31998;10057621;Rusel;http://www.wikidata.org/entity/Q102695;Georg Ruseler;Georg;;männlich;1866-01-11T00:00:00Z;1920-03-06T00:00:00Z;http://www.wikidata.org/entity/Q2008791;http://www.wikidata.org/entity/Q2936;
31999;10057622;Dorf;http://www.wikidata.org/entity/Q5389800;Erling Dorf;Erling;Dorf;männlich;1905-07-19T00:00:00Z;1984-04-16T00:00:00Z;http://www.wikidata.org/entity/Q18355533;http://www.wikidata.org/entity/Q138518;
32000;10057623;Mittleri Chros;;;;;;;;;;
32001;10057624;Chros;;;;;;;;;;
32002;10057625;Alpen;;;;;;;;;;
32003;10057626;Haupt;http://www.wikidata.org/entity/Q21515586;Arthur Wing Haupt;Arthur;;männlich;1874-01-01T00:00:00Z;;;;
32004;10057627;Wald;;;;;;;;;;
32005;10057628;Amsel;http://www.wikidata.org/entity/Q1491291;Hans Georg Amsel;Hans;;männlich;1905-03-29T00:00:00Z;1999-10-20T00:00:00Z;http://www.wikidata.org/entity/Q151285;;
32006;10057629;Bremgarten;;;;;;;;;;
32007;10057630;Finken;;;;;;;;;;
32008;10057631;Haupt;http://www.wikidata.org/entity/Q21515586;Arthur Wing Haupt;Arthur;;männlich;1874-01-01T00:00:00Z;;;;
32009;10057632;Luterbach;;;;;;;;;;
32010;10057633;Neufeld;http://www.wikidata.org/entity/Q1460472;Q1460472;Tamás;;männlich;1932-11-05T00:00:00Z;;http://www.wikidata.org/entity/Q1781;;
32011;10057635;Unterworben;;;;;;;;;;
32012;10057648;Allmiried;;;;;;;;;;
32013;10057650;Boden;http://www.wikidata.org/entity/Q21506227;Brian Peter Boden;Brian;;männlich;1921-01-01T00:00:00Z;1989-01-01T00:00:00Z;;;
32014;10057651;Enetchirel;;;;;;;;;;
32015;10057654;Schlunegg;;;;;;;;;;
32016;10057655;Spenboden;;;;;;;;;;
32017;10057656;Winteregg;;;;;;;;;;
32018;10057657;Zelgli;;;;;;;;;;
32019;10057669;Simmental;;;;;;;;;;
32020;10057691;Halden;http://www.wikidata.org/entity/Q24276615;Q24276615;Bruno;;männlich;1969-01-01T00:00:00Z;;;;
32021;10057704;Rüfi;http://www.wikidata.org/entity/Q339541;Rufinus von Assisi;;;männlich;0200-01-01T00:00:00Z;0300-01-01T00:00:00Z;http://www.wikidata.org/entity/Q170532;http://www.wikidata.org/entity/Q663531;
32022;10057710;Vazerwald;;;;;;;;;;
32023;10057715;Müli;http://www.wikidata.org/entity/Q92811;Shmuel Safra;Shmuel;;männlich;2000-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q1218;;
32024;10057716;Heimberg;http://www.wikidata.org/entity/Q72840505;Q72840505;Harry;;;;;;;
32025;10057717;Geissboden;;;;;;;;;;
32026;10057718;Dörfli;;;;;;;;;;
32027;10057719;Oberrüti;;;;;;;;;;
32028;10057728;Riet;http://www.wikidata.org/entity/Q1370177;Johannes Baptista Rietstap;Johannes;;männlich;1828-05-12T00:00:00Z;1891-12-24T00:00:00Z;http://www.wikidata.org/entity/Q34370;http://www.wikidata.org/entity/Q36600;
32029;10057730;Schützenhaus;;;;;;;;;;
32030;10057731;Ziegelfeld;;;;;;;;;;
32031;10057732;Kohlholz;;;;;;;;;;
32032;10057733;Lärchen;;;;;;;;;;
32033;10057734;Oltner;;;;;;;;;;
32034;10057735;Rollimatt;;;;;;;;;;
32035;10057737;Schützen;http://www.wikidata.org/entity/Q1612722;Hermann Schützenhöfer;Hermann;;männlich;1952-02-29T00:00:00Z;;http://www.wikidata.org/entity/Q701754;;
32036;10057738;Spitzacker;;;;;;;;;;
32037;10057739;Werk;http://www.wikidata.org/entity/Q275875;Verka Serduchka;Andrij;Danylko;männlich;1973-10-02T00:00:00Z;;http://www.wikidata.org/entity/Q156747;;
32038;10057740;Belchen;;;;;;;;;;
32039;10057741;Bünten;http://www.wikidata.org/entity/Q11440;Danielle Bunten Berry;Danielle;Bunten;trans Frau;1949-02-19T00:00:00Z;1998-07-03T00:00:00Z;http://www.wikidata.org/entity/Q38022;http://www.wikidata.org/entity/Q33405;
32040;10057742;Fluryacker;;;;;;;;;;
32041;10057743;Gassacker;;;;;;;;;;
32042;10057744;Hasen;http://www.wikidata.org/entity/Q105052;Beate Hasenau;Beate;Hasenau;weiblich;1936-04-15T00:00:00Z;2003-10-01T00:00:00Z;http://www.wikidata.org/entity/Q1794;http://www.wikidata.org/entity/Q1055;
32043;10057745;Bohl;http://www.wikidata.org/entity/Q669565;Stéphane Bohli;Stéphane;Bohli;männlich;1983-07-25T00:00:00Z;;http://www.wikidata.org/entity/Q71;;
32044;10057746;Jura;http://www.wikidata.org/entity/Q1066361;Juraj Herz;Juraj;Herz;männlich;1934-09-04T00:00:00Z;2018-04-08T00:00:00Z;http://www.wikidata.org/entity/Q327977;http://www.wikidata.org/entity/Q1085;
32045;10057747;Mittelgäu;;;;;;;;;;
32046;10057748;Scheimatte;;;;;;;;;;
32047;10057749;Steinplatte;;;;;;;;;;
32048;10057750;Amthaus;;;;;;;;;;
32049;10057751;Bahnhof;;;;;;;;;;
32050;10057752;Boninger;http://www.wikidata.org/entity/Q2149168;Richard Böninger;Richard;;männlich;1874-03-19T00:00:00Z;1944-12-06T00:00:00Z;http://www.wikidata.org/entity/Q2100;http://www.wikidata.org/entity/Q1721;
32051;10057753;Buchen;http://www.wikidata.org/entity/Q10899998;Q10899998;;Liu;männlich;1857-01-01T00:00:00Z;1917-01-01T00:00:00Z;;;
32052;10057754;Dornacher;;;;;;;;;;
32053;10057755;Flora;http://www.wikidata.org/entity/Q543948;Frans Floris I;Frans;;männlich;1517-01-01T00:00:00Z;1570-01-01T00:00:00Z;http://www.wikidata.org/entity/Q12892;http://www.wikidata.org/entity/Q12892;
32054;10057756;Frohburg;;;;;;;;;;
32055;10057757;Haupt;http://www.wikidata.org/entity/Q21515586;Arthur Wing Haupt;Arthur;;männlich;1874-01-01T00:00:00Z;;;;
32056;10057758;Kleinholz;http://www.wikidata.org/entity/Q36592420;J.R. Kleinholz;;;;;;;;
32057;10057759;Kreuz;;;;;;;;;;
32058;10057760;Lerchen;http://www.wikidata.org/entity/Q213978;Hugo Graf von und zu Lerchenfeld auf Köfering und Schönberg;Hugo;;männlich;1871-08-21T00:00:00Z;1944-04-13T00:00:00Z;http://www.wikidata.org/entity/Q491602;http://www.wikidata.org/entity/Q1726;
32059;10057761;Maien;;;;;;;;;;
32060;10057762;Mühletal;;;;;;;;;;
32061;10057763;Ritter;http://www.wikidata.org/entity/Q1043;Carl von Linné;Carl;Linné;männlich;1707-05-23T00:00:00Z;1778-01-10T00:00:00Z;http://www.wikidata.org/entity/Q927776;http://www.wikidata.org/entity/Q1669062;
32062;10057764;Sonnhalden;;;;;;;;;;
32063;10057765;Steinbruch;;;;;;;;;;
32064;10057766;Wiesen;http://www.wikidata.org/entity/Q95124923;Wiesen;;;;;;;;
32065;10057767;Ziegelfeld;;;;;;;;;;
32066;10057768;Born;http://www.wikidata.org/entity/Q60764;Freimut Börngen;Freimut;Börngen;männlich;1930-10-17T00:00:00Z;2021-06-19T00:00:00Z;http://www.wikidata.org/entity/Q2814;http://www.wikidata.org/entity/Q1674784;
32067;10057769;Ferch;http://www.wikidata.org/entity/Q108217;Joseph Ferche;Joseph;;männlich;1888-04-09T00:00:00Z;1965-09-23T00:00:00Z;http://www.wikidata.org/entity/Q1001243;http://www.wikidata.org/entity/Q365;
